표준코드,단축코드,한글종목명,한글종목약명,영문종목명,상장일,기초지수명,지수산출기관,추적배수,복제방법,기초시장분류,기초자산분류,상장좌수,운용사,CU수량,총보수,과세유형
"KR7371870007","371870","한국투자 ACE 차이나항셍테크증권상장지수투자신탁(주식)","ACE 차이나항셍테크","KIM ACE China Hang Seng TECH ETF","2020/12/16","Hang Seng TECH Index","HangSeng","일반 (1)","실물(패시브)","해외","주식","900000","한국투자신탁운용","100000","0.250","배당소득세(보유기간과세)"
"KR7385600002","385600","한국투자 ACE 친환경자동차밸류체인액티브증권상장지수투자신탁(주식)","ACE 친환경자동차밸류체인액티브","KIM ACE Electric Vehicles Value Chain Active ETF","2021/05/25","FnGuide 친환경 자동차 밸류체인 지수","FnGuide","일반 (1)","실물(액티브)","국내","주식","2500000","한국투자신탁운용","100000","0.500","배당소득세(보유기간과세)"
"KR7354500001","354500","한국투자 ACE 코스닥150증권상장지수투자신탁(주식)","ACE 코스닥150","KIM ACE KOSDAQ150 ETF","2020/05/07","코스닥 150","KRX","일반 (1)","실물(패시브)","국내","주식","1400000","한국투자신탁운용","100000","0.100","비과세"
"KR7251890000","251890","한국투자 ACE 코스닥증권상장지수투자신탁(주식-파생형)(합성)","ACE 코스닥(합성)","KIM ACE KOSDAQ ETF(Synth)","2016/09/06","코스닥","KRX","일반 (1)","합성(패시브)","국내","주식","600000","한국투자신탁운용","100000","0.300","배당소득세(보유기간과세)"
"KR7305050007","305050","한국투자 ACE 코스피증권상장지수투자신탁(주식)","ACE 코스피","KIM ACE KOSPI ETF","2018/10/05","코스피","KRX","일반 (1)","실물(패시브)","국내","주식","350000","한국투자신탁운용","50000","0.130","비과세"
"KR7261920003","261920","한국투자 ACE 필리핀MSCI증권상장지수투자신탁(주식-파생형)(합성)","ACE 필리핀MSCI(합성)","KIM ACE MSCI Philippines ETF(Synth)","2016/12/28","MSCI Philippines IMI Index","MSCI","일반 (1)","합성(패시브)","해외","주식","400000","한국투자신탁운용","100000","0.500","배당소득세(보유기간과세)"
"KR7152100004","152100","한화 ARIRANG 200 증권상장지수투자신탁(주식)","ARIRANG 200","HANWHA ARIRANG 200 ETF[EQUITY]","2012/01/10","코스피 200","KRX","일반 (1)","실물(패시브)","국내","주식","19550000","한화자산운용","50000","0.040","비과세"
"KR7295820005","295820","한화 ARIRANG 200동일가중증권상장지수투자신탁(주식)","ARIRANG 200동일가중","Hanwha ARIRANG 200 EW ETF","2018/05/11","코스피 200 동일가중지수","KRX","일반 (1)","실물(패시브)","국내","주식","500000","한화자산운용","50000","0.230","비과세"
"KR7253150007","253150","한화 ARIRANG 200선물레버리지증권상장지수투자신탁(주식-파생형)","ARIRANG 200선물레버리지","HANWHA ARIRANG 200 Futures Leverage ETF","2016/09/29","코스피 200 선물지수","KRX","2X 레버리지 (2)","실물(패시브)","국내","주식","400000","한화자산운용","50000","0.060","배당소득세(보유기간과세)"
"KR7253160006","253160","한화 ARIRANG 200선물인버스2X증권상장지수투자신탁(주식-파생형)","ARIRANG 200선물인버스2X","HANWHA ARIRANG 200 Futures Inverse 2X ETF","2016/09/22","코스피 200 선물지수","KRX","2X 인버스 (-2)","실물(패시브)","국내","주식","1700000","한화자산운용","50000","0.060","배당소득세(보유기간과세)"
"KR7395750003","395750","한화 ARIRANG ESG가치주액티브증권상장지수투자신탁(주식)","ARIRANG ESG가치주액티브","Hanwha ARIRANG ESG Value Active ETF","2021/07/30","FnGuide 한화 ESG 가치 지수","FnGuide","일반 (1)","실물(액티브)","국내","주식","5300000","한화자산운용","50000","0.105","배당소득세(보유기간과세)"
"KR7395760002","395760","한화 ARIRANG ESG성장주액티브증권상장지수투자신탁(주식)","ARIRANG ESG성장주액티브","Hanwha ARIRANG ESG Growth Active ETF","2021/07/30","FnGuide 한화 ESG 성장 지수","FnGuide","일반 (1)","실물(액티브)","국내","주식","1800000","한화자산운용","50000","0.105","배당소득세(보유기간과세)"
"KR7278420005","278420","한화 ARIRANG ESG우수기업증권상장지수투자신탁(주식)","ARIRANG ESG우수기업","ARIRANG ESG Leading Company ETF","2017/08/31","WISE ESG우수기업 지수","WiseFn","일반 (1)","실물(패시브)","국내","주식","300000","한화자산운용","50000","0.230","비과세"
"KR7436180004","436180","한화 ARIRANG K-유니콘투자기업액티브증권상장지수투자신탁(주식)","ARIRANG K-유니콘투자기업액티브","Hanwha ARIRANG K-Unicorn Investment Company Active ETF","2022/07/13","FnGuide K-유니콘 투자기업 지수","FnGuide","일반 (1)","실물(액티브)","국내","주식","750000","한화자산운용","50000","0.450","배당소득세(보유기간과세)"
"KR7227830007","227830","한화 ARIRANG KOSPI 증권상장지수투자신탁(주식)","ARIRANG 코스피","Hanwha ARIRANG KOSPI ETF","2015/09/23","코스피","KRX","일반 (1)","실물(패시브)","국내","주식","200000","한화자산운용","50000","0.200","비과세"
"KR7122090004","122090","한화 ARIRANG KOSPI50 증권 상장지수투자신탁[주식]","ARIRANG 코스피50","HANHWA ARIRANG KOSPI50 ETF[EQUITY]","2010/01/07","코스피 50","KRX","일반 (1)","실물(패시브)","국내","주식","690000","한화자산운용","30000","0.330","비과세"
"KR7292750007","292750","한화 ARIRANG KRX300증권상장지수투자신탁(주식)","ARIRANG KRX300","Hanwha ARIRANG KRX300 ETF","2018/03/26","KRX 300","KRX","일반 (1)","실물(패시브)","국내","주식","600000","한화자산운용","100000","0.090","비과세"
"KR7309210003","309210","한화 ARIRANG KRX300헬스케어증권상장지수투자신탁(주식)","ARIRANG KRX300헬스케어","Hanwha ARIRANG KRX300Health Care ETF","2018/11/08","KRX300 헬스케어","KRX","일반 (1)","실물(패시브)","국내","주식","300000","한화자산운용","20000","0.400","비과세"
"KR7333940005","333940","한화 ARIRANG KS로우볼가중 Total Return증권상장지수투자신탁(주식)","ARIRANG KS로우볼가중TR","Hanwha ARIRANG KS LowVol Tilt Total Return ETF","2019/09/05","FnGuide KS 로우볼 가중 TR 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","400000","한화자산운용","50000","0.250","배당소득세(보유기간과세)"
"KR7333950004","333950","한화 ARIRANG KS로우사이즈가중 Total Return증권상장지수투자신탁(주식)","ARIRANG KS로우사이즈가중TR","Hanwha ARIRANG KS LowSize Tilt Total Return ETF","2019/09/05","FnGuide KS 로우사이즈 가중 TR 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","500000","한화자산운용","50000","0.250","배당소득세(보유기간과세)"
"KR7333960003","333960","한화 ARIRANG KS모멘텀가중 Total Return증권상장지수투자신탁(주식)","ARIRANG KS모멘텀가중TR","Hanwha ARIRANG KS Momentum Tilt Total Return ETF","2019/09/05","FnGuide KS 모멘텀 가중 TR 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","300000","한화자산운용","50000","0.250","배당소득세(보유기간과세)"
"KR7333970002","333970","한화 ARIRANG KS밸류가중 Total Return증권상장지수투자신탁(주식)","ARIRANG KS밸류가중TR","Hanwha ARIRANG KS Value Tilt Total Return ETF","2019/09/05","FnGuide KS 밸류 가중 TR 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","500000","한화자산운용","50000","0.250","배당소득세(보유기간과세)"
"KR7333980001","333980","한화 ARIRANG KS퀄리티가중 Total Return증권상장지수투자신탁(주식)","ARIRANG KS퀄리티가중TR","Hanwha ARIRANG KS Quality Tilt Total Return ETF","2019/09/05","FnGuide KS 퀄리티 가중 TR 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","400000","한화자산운용","50000","0.250","배당소득세(보유기간과세)"
"KR7429740004","429740","한화 ARIRANG K리츠Fn부동산상장지수투자신탁(재간접형)","ARIRANG K리츠Fn","Hanwha ARIRANG K-REITs Fn ETF","2022/05/24","FnGuide 리츠 지수","FnGuide","일반 (1)","실물(패시브)","국내","부동산","750000","한화자산운용","50000","0.250","배당소득세(분리과세부동산ETF)"
"KR7269540001","269540","한화 ARIRANG S&P500증권상장지수투자신탁(주식-파생)(H)","ARIRANG 미국S&P500(H)","Hanwha ARIRANG S&P500(H) ETF","2017/05/16","S&P 500","S&P","일반 (1)","실물(패시브)","해외","주식","3500000","한화자산운용","100000","0.300","배당소득세(해외주식투자전용ETF)"
"KR7269530002","269530","한화 ARIRANG S&P글로벌인프라 증권상장지수투자신탁(주식)","ARIRANG S&P글로벌인프라","Hanwha ARIRANG S&P Global Infra ETF","2017/05/16","S&P Global Infrastructure Index","S&P","일반 (1)","실물(패시브)","해외","주식","500000","한화자산운용","50000","0.300","배당소득세(해외주식투자전용ETF)"
"KR7433850005","433850","한화 ARIRANG TDF2030액티브증권상장지수투자신탁(혼합-재간접형)","ARIRANG TDF2030액티브","Hanwha ARIRANG TDF2030 Active ETF","2022/06/30","Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return)","MorningStar","일반 (1)","실물(액티브)","국내&해외","혼합자산","250000","한화자산운용","10000","0.140","배당소득세(보유기간과세)"
"KR7433860004","433860","한화 ARIRANG TDF2040액티브증권상장지수투자신탁(혼합-재간접형)","ARIRANG TDF2040액티브","Hanwha ARIRANG TDF2040 Active ETF","2022/06/30","Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return)","MorningStar","일반 (1)","실물(액티브)","국내&해외","혼합자산","250000","한화자산운용","10000","0.160","배당소득세(보유기간과세)"
"KR7433870003","433870","한화 ARIRANG TDF2050액티브증권상장지수투자신탁(혼합-재간접형)","ARIRANG TDF2050액티브","Hanwha ARIRANG TDF2050 Active ETF","2022/06/30","Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return)","MorningStar","일반 (1)","실물(액티브)","국내&해외","혼합자산","240000","한화자산운용","10000","0.180","배당소득세(보유기간과세)"
"KR7433880002","433880","한화 ARIRANG TDF2060액티브증권상장지수투자신탁(혼합-재간접형)","ARIRANG TDF2060액티브","Hanwha ARIRANG TDF2060 Active ETF","2022/06/30","Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return)","MorningStar","일반 (1)","실물(액티브)","국내&해외","혼합자산","240000","한화자산운용","10000","0.200","배당소득세(보유기간과세)"
"KR7251590006","251590","한화 ARIRANG 고배당저변동50증권상장지수투자신탁(주식)","ARIRANG 고배당저변동50","Hanwha ARIRANG High Dividend Low Vol 50 ETF","2016/08/11","FnGuide 고배당저변동50 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","1200000","한화자산운용","50000","0.230","비과세"
"KR7161510003","161510","한화 ARIRANG 고배당주 증권상장지수투자신탁(주식)","ARIRANG 고배당주","Hanwha ARIRANG High Dividend ETF","2012/08/29","FnGuide 배당주 지수","FnGuide","일반 (1)","실물(패시브)","국내","주식","15660000","한화자산운용","30000","0.230","비과세"
"KR7251600003","251600","한화 ARIRANG 고배당주채권혼합증권상장지수투자신탁(채권혼합-파생형)","ARIRANG 고배당주채권혼합","Hanwha ARIRANG High Dividend Conservative Balanced ETF","2016/08/11","FnGuide 고배당 채권혼합 지수","FnGuide","일반 (1)","실물(패시브)","국내","혼합자산","1100000","한화자산운용","100000","0.200","배당소득세(보유기간과세)"
"KR7289670002","289670","한화 ARIRANG 국채선물10년증권상장지수투자신탁(채권-파생형)","ARIRANG 국채선물10년","HANWHA ARIRANG KTB 10Y Futures ETF","2018/02/07","10년국채선물지수","KRX","일반 (1)","실물(패시브)","국내","채권","168000","한화자산운용","4000","0.130","배당소득세(보유기간과세)"
"KR7298340001","298340","한화 ARIRANG 국채선물3년증권상장지수투자신탁(채권-파생형)","ARIRANG 국채선물3년","Hanwha ARIRANG KTB 3Y Futures ETF","2018/06/08","국채선물지수","KRX","일반 (1)","실물(패시브)","국내","채권","80000","한화자산운용","4000","0.100","배당소득세(보유기간과세)"
"KR7442580007","442580","한화 ARIRANG 글로벌D램반도체iSelect증권상장지수투자신탁(주식)","ARIRANG 글로벌D램반도체iSelect","Hanwha ARIRANG Global DRAM iSelect ETF","2022/09/22","iSelect 글로벌DRAM반도체지수","NH투자증권","일반 (1)","실물(패시브)","해외","주식","500000","한화자산운용","50000","0.500","배당소득세(보유기간과세)"
